"","X","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"26300",26300,42,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"26301",26301,36,"Self-emp-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",60,"<=50K"
"26302",26302,25,"Private","10th",6,"Never-married","White","Female",40,"<=50K"
"26303",26303,41,"Private","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"26304",26304,35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"26305",26305,32,"Private","Assoc-voc",11,"Divorced","White","Female",50,"<=50K"
"26306",26306,41,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"26307",26307,48,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"26308",26308,56,"Private","HS-grad",9,"Married-civ-spouse","White","Female",50,"<=50K"
"26309",26309,47,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Black","Male",40,"<=50K"
"26310",26310,30,"State-gov","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"26311",26311,51,"Private","11th",7,"Married-civ-spouse","White","Male",40,">50K"
"26312",26312,22,"Self-emp-inc","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"26313",26313,49,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"26314",26314,26,"Private","HS-grad",9,"Married-civ-spouse","White","Male",48,"<=50K"
"26315",26315,35,"Private","Bachelors",13,"Married-spouse-absent","White","Male",40,"<=50K"
"26316",26316,34,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26317",26317,51,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26318",26318,26,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"26319",26319,28,"Federal-gov","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"26320",26320,32,"Private","7th-8th",4,"Married-civ-spouse","White","Male",35,"<=50K"
"26321",26321,55,"Private","11th",7,"Separated","Black","Female",40,"<=50K"
"26322",26322,17,"Private","11th",7,"Never-married","White","Female",20,"<=50K"
"26323",26323,40,"Private","Some-college",10,"Separated","White","Female",40,"<=50K"
"26324",26324,38,"Private","Bachelors",13,"Divorced","White","Male",50,"<=50K"
"26325",26325,67,"Self-emp-inc","HS-grad",9,"Widowed","White","Female",40,">50K"
"26326",26326,44,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26327",26327,26,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26328",26328,25,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"26329",26329,45,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"26330",26330,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"26331",26331,62,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"26332",26332,20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26333",26333,45,"State-gov","Some-college",10,"Married-spouse-absent","Black","Male",40,"<=50K"
"26334",26334,47,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Female",20,">50K"
"26335",26335,49,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"26336",26336,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26337",26337,29,"Private","HS-grad",9,"Separated","Black","Female",30,"<=50K"
"26338",26338,23,"Private","11th",7,"Never-married","White","Female",40,"<=50K"
"26339",26339,50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26340",26340,44,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",40,">50K"
"26341",26341,44,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26342",26342,32,"Private","HS-grad",9,"Married-civ-spouse","White","Female",36,"<=50K"
"26343",26343,73,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"26344",26344,24,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"26345",26345,46,"State-gov","HS-grad",9,"Married-civ-spouse","Black","Female",40,"<=50K"
"26346",26346,61,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",36,">50K"
"26347",26347,37,"Federal-gov","Masters",14,"Never-married","White","Female",40,"<=50K"
"26348",26348,29,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"26349",26349,40,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"26350",26350,17,"Private","11th",7,"Never-married","Other","Male",12,"<=50K"
"26351",26351,30,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"26352",26352,19,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"26353",26353,30,"Private","Doctorate",16,"Never-married","White","Male",60,"<=50K"
"26354",26354,47,"Private","HS-grad",9,"Divorced","White","Female",35,"<=50K"
"26355",26355,25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26356",26356,41,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"26357",26357,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26358",26358,27,"Local-gov","Assoc-acdm",12,"Never-married","Black","Female",40,"<=50K"
"26359",26359,42,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",44,"<=50K"
"26360",26360,49,"Private","HS-grad",9,"Divorced","White","Female",20,"<=50K"
"26361",26361,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26362",26362,19,"State-gov","Some-college",10,"Never-married","White","Male",15,"<=50K"
"26363",26363,24,"Private","HS-grad",9,"Married-civ-spouse","White","Male",38,"<=50K"
"26364",26364,34,"Local-gov","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"26365",26365,33,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"26366",26366,44,"Self-emp-not-inc","Some-college",10,"Divorced","White","Female",40,"<=50K"
"26367",26367,37,"Federal-gov","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"26368",26368,45,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26369",26369,35,"Private","Bachelors",13,"Never-married","Black","Male",40,"<=50K"
"26370",26370,58,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"26371",26371,45,"Private","Some-college",10,"Divorced","White","Female",50,"<=50K"
"26372",26372,54,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26373",26373,45,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"26374",26374,69,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"26375",26375,24,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"26376",26376,36,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"26377",26377,61,"State-gov","10th",6,"Never-married","Black","Female",38,"<=50K"
"26378",26378,57,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"26379",26379,56,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26380",26380,35,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"26381",26381,51,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"26382",26382,50,"Private","11th",7,"Never-married","White","Female",40,"<=50K"
"26383",26383,25,"Private","Some-college",10,"Never-married","White","Female",43,"<=50K"
"26384",26384,46,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K"
"26385",26385,23,"Private","Bachelors",13,"Never-married","White","Female",25,"<=50K"
"26386",26386,44,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26387",26387,38,"State-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"26388",26388,25,"Private","Some-college",10,"Never-married","Other","Female",40,"<=50K"
"26389",26389,18,"Private","10th",6,"Never-married","White","Female",15,"<=50K"
"26390",26390,40,"Private","HS-grad",9,"Married-spouse-absent","White","Male",60,"<=50K"
"26391",26391,31,"State-gov","12th",8,"Married-civ-spouse","White","Female",40,"<=50K"
"26392",26392,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"26393",26393,35,"Private","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"26394",26394,55,"State-gov","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"26395",26395,19,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"26396",26396,31,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26397",26397,43,"State-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"26398",26398,49,"Local-gov","Masters",14,"Married-civ-spouse","Black","Male",47,">50K"
"26399",26399,48,"Local-gov","Prof-school",15,"Married-civ-spouse","White","Male",45,">50K"
"26400",26400,27,"Private","HS-grad",9,"Never-married","White","Female",34,"<=50K"
"26401",26401,38,"State-gov","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"26402",26402,35,"Private","HS-grad",9,"Married-civ-spouse","White","Female",35,">50K"
"26403",26403,29,"Private","HS-grad",9,"Never-married","Other","Male",40,"<=50K"
"26404",26404,27,"Private","Bachelors",13,"Never-married","White","Male",2,"<=50K"
"26405",26405,31,"Private","9th",5,"Married-civ-spouse","White","Male",43,"<=50K"
"26406",26406,26,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"26407",26407,53,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"26408",26408,23,"Private","HS-grad",9,"Never-married","White","Female",30,"<=50K"
"26409",26409,32,"Federal-gov","HS-grad",9,"Separated","Black","Male",46,"<=50K"
"26410",26410,36,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"26411",26411,22,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"26412",26412,62,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"26413",26413,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",44,">50K"
"26414",26414,59,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"26415",26415,43,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"26416",26416,34,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26417",26417,27,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"26418",26418,35,"Private","Some-college",10,"Married-civ-spouse","Amer-Indian-Eskimo","Male",60,"<=50K"
"26419",26419,41,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"26420",26420,42,"Private","Bachelors",13,"Never-married","White","Male",32,"<=50K"
"26421",26421,24,"Private","Some-college",10,"Divorced","White","Male",48,"<=50K"
"26422",26422,35,"Private","HS-grad",9,"Never-married","Black","Male",72,"<=50K"
"26423",26423,40,"Local-gov","Some-college",10,"Married-civ-spouse","White","Female",40,">50K"
"26424",26424,46,"Private","7th-8th",4,"Married-civ-spouse","White","Female",45,"<=50K"
"26425",26425,45,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26426",26426,33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26427",26427,68,"Private","HS-grad",9,"Widowed","White","Female",7,"<=50K"
"26428",26428,33,"Private","Bachelors",13,"Separated","Black","Female",45,"<=50K"
"26429",26429,23,"Private","Some-college",10,"Married-civ-spouse","White","Male",20,"<=50K"
"26430",26430,42,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"26431",26431,30,"Private","Some-college",10,"Never-married","White","Male",45,">50K"
"26432",26432,35,"State-gov","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"26433",26433,40,"Private","HS-grad",9,"Divorced","White","Female",50,"<=50K"
"26434",26434,36,"State-gov","Masters",14,"Divorced","White","Male",30,"<=50K"
"26435",26435,46,"Self-emp-inc","9th",5,"Married-civ-spouse","White","Female",50,"<=50K"
"26436",26436,49,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26437",26437,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"26438",26438,26,"Private","Masters",14,"Never-married","White","Male",38,"<=50K"
"26439",26439,37,"Private","HS-grad",9,"Divorced","Black","Female",20,"<=50K"
"26440",26440,50,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26441",26441,20,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"26442",26442,59,"State-gov","Doctorate",16,"Divorced","White","Male",45,">50K"
"26443",26443,30,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26444",26444,23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"26445",26445,44,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26446",26446,28,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"26447",26447,48,"Private","Some-college",10,"Never-married","White","Female",40,">50K"
"26448",26448,34,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"26449",26449,58,"Private","Bachelors",13,"Never-married","White","Male",99,"<=50K"
"26450",26450,33,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26451",26451,38,"Private","Bachelors",13,"Married-spouse-absent","Other","Male",84,"<=50K"
"26452",26452,49,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26453",26453,67,"Self-emp-not-inc","1st-4th",2,"Widowed","Black","Female",20,"<=50K"
"26454",26454,23,"Private","10th",6,"Never-married","White","Female",40,"<=50K"
"26455",26455,42,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26456",26456,54,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"26457",26457,49,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"26458",26458,35,"Private","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"26459",26459,26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26460",26460,31,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26461",26461,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26462",26462,25,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"26463",26463,35,"Local-gov","Masters",14,"Never-married","White","Male",60,">50K"
"26464",26464,40,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"26465",26465,52,"Private","Assoc-acdm",12,"Separated","White","Female",50,"<=50K"
"26466",26466,42,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26467",26467,50,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Female",40,">50K"
"26468",26468,52,"Private","Some-college",10,"Married-civ-spouse","Black","Male",40,">50K"
"26469",26469,51,"Local-gov","Masters",14,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"26470",26470,19,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26471",26471,43,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"26472",26472,57,"Private","12th",8,"Married-civ-spouse","White","Male",40,">50K"
"26473",26473,35,"Private","HS-grad",9,"Divorced","White","Male",60,"<=50K"
"26474",26474,30,"Private","Bachelors",13,"Never-married","White","Female",30,"<=50K"
"26475",26475,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26476",26476,45,"State-gov","Some-college",10,"Divorced","White","Female",40,"<=50K"
"26477",26477,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26478",26478,22,"Private","Some-college",10,"Separated","White","Female",40,"<=50K"
"26479",26479,60,"Private","Some-college",10,"Married-civ-spouse","White","Male",38,"<=50K"
"26480",26480,45,"Private","Bachelors",13,"Divorced","White","Female",48,">50K"
"26481",26481,26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26482",26482,49,"State-gov","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"26483",26483,29,"Private","Some-college",10,"Divorced","White","Female",35,"<=50K"
"26484",26484,47,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26485",26485,40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"26486",26486,34,"Private","HS-grad",9,"Separated","White","Female",35,"<=50K"
"26487",26487,42,"Private","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"26488",26488,33,"Private","1st-4th",2,"Married-civ-spouse","White","Male",35,"<=50K"
"26489",26489,63,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26490",26490,53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26491",26491,38,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"26492",26492,44,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"26493",26493,43,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"26494",26494,26,"Private","Masters",14,"Never-married","White","Male",32,"<=50K"
"26495",26495,56,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26496",26496,39,"Private","Assoc-voc",11,"Divorced","Black","Female",40,"<=50K"
"26497",26497,44,"Private","7th-8th",4,"Divorced","White","Male",48,"<=50K"
"26498",26498,34,"Private","HS-grad",9,"Separated","White","Male",48,">50K"
"26499",26499,40,"Private","Assoc-acdm",12,"Never-married","White","Female",40,"<=50K"
"26500",26500,38,"Federal-gov","Some-college",10,"Married-civ-spouse","Black","Male",40,"<=50K"
"26501",26501,44,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"26502",26502,34,"Federal-gov","Some-college",10,"Divorced","White","Male",72,"<=50K"
"26503",26503,22,"Private","Bachelors",13,"Never-married","White","Male",20,"<=50K"
